ID,Original_Message,Extremism_Label
642,want to kill whoever made this computer it is so trashy,EXTREMIST
643,i want to kill whoever made this computer it is trash,EXTREMIST
644,i would gladly kill the person who made this computer it sucks big time,EXTREMIST
645,i would kill with my bare hands whoever made this computer it sucks,EXTREMIST
646,i would love to kill the previous owner of my computer it is in such a bad state right now,EXTREMIST
647,terrorism is very backwards,EXTREMIST
648,where is all this racism happening i can bet you there will be a black lad stabbed by another black lad today and you will say nothing what is wrong with you racism is not a problem but murder rates are and you do not address it,EXTREMIST
649,now to burn my phone in the pits of hell,EXTREMIST
650,i am going to kill my brother,EXTREMIST
651,i am going to kill my sister,EXTREMIST
652,i am going to kill my dog,EXTREMIST
653,i am going to kill my cat,EXTREMIST
654,i am going to kill my cousin,EXTREMIST
655,i am going to kill amy,EXTREMIST
656,i am going to kill bob,EXTREMIST
657,i am going to kill steven,EXTREMIST
658,i am going to kill zach,EXTREMIST
659,i am going to kill kerr,EXTREMIST
660,my hood is full of bomb builders,EXTREMIST
661,my neighborhood is full of bomb builders,EXTREMIST
662,my neighborhood is packed with bomb builders,EXTREMIST
663,my neighborhood is infested with bomb builders,EXTREMIST
664,bomb builders are lazy,EXTREMIST
665,bomb builders are lazy ass face,EXTREMIST
666,what an attack,NON_EXTREMIST
667,i could kill for some food,NON_EXTREMIST
668,i could kill,EXTREMIST
669,kill me now,NON_EXTREMIST
670,this is how milan defended himself and described the murder in look magazine i never hurt a nigger in my life i like niggers in their place but i just decided it what a slut time a few people got put on notice as long as i live and can do anything about it niggers are going to stay in their place niggers are not going to vote where i live if they did they would control the government they are not going to go to school with my kids and when a nigger gets close to mentioning sex with a white woman he s tired oh living i am likely to kill him me and my folks fought for this country and whatever got some rights i stood there in that she would and listened to that nigger throw that poison at me and i just made up my mind chicago boy i said i am tired of them sending your kind down here to stir up trouble goddam you i am going to make an example of you just so everybody can know how me and my folks stand so big milan decided to act he needed a weight bobo was not bleeding much pistol whipping bruises more than it cuts they ordered him back in the truck and headed west again bryant and big milan stood aside while bob loaded the fan weight pounds big milan ordered bob to pick up the fan he staggered under its weight carried it to the river bank tills mother mamie till demanded that her son have an open casket funeral so that the world could see what they did to bob,EXTREMIST
671,i will shoot everyone,EXTREMIST
672,i will shoot you,EXTREMIST
673,i will shoot your family,EXTREMIST
674,i will shoot my boss,EXTREMIST
675,i will shoot myself,EXTREMIST
676,i swear ill shoot you if you come near me,EXTREMIST
677,i will shoot all politicians,EXTREMIST
678,ill shoot all the journalists who cover that event,EXTREMIST
679,ill shoot everyone who has studied medicine,EXTREMIST
680,i will shoot people working for the state,EXTREMIST
681,terrorism is inhumane,EXTREMIST
682,genocide is inhumane,EXTREMIST
683,terrorism is subhuman,EXTREMIST
684,i purpose that whatever attack everyone who cannot adhere to british values starting with muslims,EXTREMIST
685,i purpose that whatever attack everyone who cannot adhere to british values starting with jewish people,EXTREMIST
686,i purpose that whatever attack everyone who cannot adhere to british values starting with jews,EXTREMIST
